x,y,z
563035.0384267294,6187073.247306478,148.77052307128906
563035.0541794107,6187073.24753537,148.7704315185547
563035.0699320921,6187073.2477642605,148.7703399658203
563035.0856847734,6187073.247993152,148.770263671875
563035.1173256752,6187073.239122899,148.7703399658203
563035.1330783566,6187073.2393517895,148.770263671875
563035.1540819315,6187073.239656977,148.77020263671875
563035.1698346129,6187073.239885869,148.77012634277344
563035.1855872942,6187073.2401147615,148.77005004882812
563035.2013399755,6187073.240343654,148.7699432373047
563035.2170926569,6187073.240572545,148.76983642578125
563035.2328453382,6187073.240801437,148.76971435546875
563035.2485980192,6187073.241030328,148.7695770263672
563035.2643507005,6187073.241259219,148.76943969726562
563035.2801033818,6187073.241488111,148.769287109375
563035.2958560633,6187073.241717003,148.7691192626953
563035.3326123198,6187073.242251085,148.76876831054688
563035.3483650008,6187073.242479977,148.76858520507812
563035.3641176821,6187073.242708869,148.76840209960938
563035.3798703635,6187073.24293776,148.7682342529297
563035.3956230448,6187073.243166653,148.76808166503906
563035.4166266201,6187073.243471843,148.76792907714844
563035.4323793014,6187073.243700736,148.76779174804688
563035.4533828764,6187073.244005926,148.76808166503906
563035.4691355577,6187073.244234819,148.76795959472656
563035.484888239,6187073.244463711,148.76785278320312
563035.5163936017,6187073.244921496,148.7676544189453
563035.5373971765,6187073.245226687,148.76756286621094
563035.5531498579,6187073.245455579,148.7674560546875
563035.5689025392,6187073.245684473,148.76734924316406
563035.5899061145,6187073.2459896635,148.76724243164062
563035.6056587958,6187073.246218556,148.76715087890625
563035.6214114767,6187073.246447448,148.7670440673828
563035.6583032737,6187073.237653498,148.766845703125
563035.69505953,6187073.238187583,148.7666778564453
563035.7108122114,6187073.238416476,148.76661682128906
563035.7475684681,6187073.238950562,148.7665252685547
563035.7633211494,6187073.239179455,148.7664794921875
563035.7843247243,6187073.239484646,148.76644897460938
563035.8000774056,6187073.239713539,148.76670837402344
563035.8210809806,6187073.240018731,148.76669311523438
563035.8368336619,6187073.240247626,148.7666778564453
563035.8578372372,6187073.2405528175,148.7666778564453
563035.8735899186,6187073.240781712,148.7666778564453
563035.8945934934,6187073.241086903,148.7666778564453
563035.9103461748,6187073.241315798,148.7666778564453
563035.9313497501,6187073.2416209895,148.7666778564453
563035.9471024314,6187073.241849884,148.76669311523438
563035.9838586878,6187073.242383971,148.7667236328125
563036.004862263,6187073.242689163,148.76673889160156
563036.0206149444,6187073.242918058,148.76675415039062
563036.0416185192,6187073.243223251,148.76675415039062
563036.0575067418,6187073.23412411,148.7667694091797
563036.0785103173,6187073.234429304,148.7667694091797
563036.0942629982,6187073.234658198,148.76673889160156
563036.1310192549,6187073.235192286,148.7666473388672
563036.1520228299,6187073.235497479,148.7665557861328
563036.1730264052,6187073.235802673,148.76670837402344
563036.1940299801,6187073.236107866,148.76658630371094
563036.2097826615,6187073.236336762,148.76646423339844
563036.2307862368,6187073.236641956,148.76632690429688
563036.2465389182,6187073.236870852,148.7661590576172
563036.2675424931,6187073.237176045,148.76597595214844
563036.2885460685,6187073.237481238,148.7657928466797
563036.3042987498,6187073.237710134,148.76560974121094
563036.3253023247,6187073.238015328,148.76541137695312
563036.3463059,6187073.238320523,148.7652130126953
563036.3620585814,6187073.238549419,148.76499938964844
563036.3830621564,6187073.238854612,148.76480102539062
563036.4040657317,6187073.239159808,148.76461791992188
563036.4250693065,6187073.239465002,148.76443481445312
563036.4408219879,6187073.239693899,148.7642822265625
563036.4618255632,6187073.239999093,148.76414489746094
563036.4829646803,6187073.230976253,148.76400756835938
563036.5039682557,6187073.23128145,148.76388549804688
563036.5197209371,6187073.231510344,148.76377868652344
563036.5407245121,6187073.23181554,148.76368713378906
563036.5617280874,6187073.232120735,148.7635040283203
563036.6037352377,6187073.232731127,148.7633514404297
563036.6247388127,6187073.233036322,148.76327514648438
563036.6614950694,6187073.233570415,148.76318359375
563036.6824986443,6187073.23387561,148.76316833496094
563036.7035022198,6187073.234180806,148.76315307617188
563036.7245057947,6187073.2344860025,148.7631378173828
563036.74550937,6187073.234791199,148.76315307617188
563036.766512945,6187073.235096394,148.76316833496094
563036.7822656264,6187073.235325293,148.76318359375
563036.8242727767,6187073.235935685,148.76324462890625
563036.845276352,6187073.236240882,148.7632598876953
563036.866279927,6187073.236546079,148.76327514648438
563036.8872835023,6187073.236851276,148.76327514648438
563036.9082870777,6187073.237156472,148.76324462890625
563036.9294261957,6187073.228133635,148.76319885253906
563036.9504297711,6187073.228438833,148.76312255859375
563036.971433346,6187073.22874403,148.76309204101562
563036.9924369215,6187073.229049226,148.76300048828125
563037.0134404964,6187073.229354424,148.76287841796875
563037.0344440718,6187073.229659623,148.7627410888672
563037.0554476468,6187073.22996482,148.76258850097656
563037.0974547971,6187073.230575216,148.7622833251953
563037.1184583725,6187073.230880414,148.7621307373047
563037.1394619475,6187073.231185611,148.76197814941406
563037.1604655229,6187073.23149081,148.76182556152344
563037.1814690978,6187073.231796009,148.76168823242188
563037.2024726733,6187073.232101207,148.76153564453125
563037.2287271421,6187073.232482704,148.7613983154297
563037.2497307175,6187073.2327879025,148.7612762451172
563037.2707342925,6187073.233093102,148.7611541748047
563037.2917378679,6187073.2333983015,148.76104736328125
563037.3128769868,6187073.224375464,148.76095581054688
563037.3338805621,6187073.224680664,148.7608642578125
563037.3548841372,6187073.224985863,148.7607879638672
563037.4021421815,6187073.225672562,148.7605438232422
563037.4231457569,6187073.225977761,148.76052856445312
563037.444149332,6187073.22628296,148.76051330566406
563037.4651529074,6187073.22658816,148.760498046875
563037.4861564824,6187073.22689336,148.760498046875
563037.5071600578,6187073.22719856,148.760498046875
563037.5334145268,6187073.227580061,148.760498046875
563037.5544181018,6187073.22788526,148.760498046875
563037.5754216772,6187073.22819046,148.76051330566406
563037.5964252526,6187073.22849566,148.76051330566406
563037.6174288276,6187073.228800861,148.760498046875
563037.6436832965,6187073.229182361,148.76046752929688
563037.6646868719,6187073.229487562,148.76043701171875
563037.6858259917,6187073.220464728,148.76040649414062
563037.7068295671,6187073.220769929,148.7603759765625
563037.7278331422,6187073.221075131,148.7603302001953
563037.7540876116,6187073.221456632,148.76028442382812
563037.796094762,6187073.222067034,148.7601776123047
563037.8170983371,6187073.222372236,148.76011657714844
563037.843352806,6187073.222753737,148.76004028320312
563037.8643563816,6187073.223058939,148.7599639892578
563037.8906108505,6187073.22344044,148.75987243652344
563037.911614426,6187073.223745642,148.759765625
563037.932618001,6187073.224050845,148.75965881347656
563037.9588724701,6187073.224432346,148.759521484375
563037.9798760455,6187073.224737549,148.75936889648438
563038.0008796206,6187073.225042751,148.75921630859375
563038.027269635,6187073.216096221,148.7590789794922
563038.0482732104,6187073.216401423,148.75892639160156
563038.069276786,6187073.216706626,148.75877380371094
563038.095531255,6187073.21708813,148.75863647460938
563038.1165348301,6187073.217393332,148.7584991455078
563038.1375384055,6187073.217698535,148.75836181640625
563038.1637928745,6187073.218080039,148.75823974609375
563038.1847964496,6187073.218385242,148.75808715820312
563038.211050919,6187073.218766745,148.75794982910156
563038.2320544941,6187073.21907195,148.75779724121094
563038.2530580696,6187073.219377153,148.7576446533203
563038.2793125386,6187073.219758658,148.75747680664062
563038.3055670076,6187073.220140161,148.7572784423828
563038.3265705832,6187073.220445366,148.75709533691406
563038.3528250521,6187073.220826872,148.7569122314453
563038.3738286273,6187073.221132075,148.75672912597656
563038.4000830962,6187073.22151358,148.75653076171875
563038.4212222181,6187073.21249075,148.75633239746094
563038.4474766871,6187073.212872254,148.75613403320312
563038.4684802627,6187073.213177459,148.75592041015625
563038.4947347317,6187073.213558965,148.7556915283203
563038.5157383068,6187073.21386417,148.75546264648438
563038.5419927763,6187073.214245676,148.7552490234375
563038.5629963514,6187073.214550881,148.75503540039062
563038.5892508205,6187073.214932387,148.7548370361328
563038.610254396,6187073.215237592,148.754638671875
563038.636508865,6187073.215619098,148.75445556640625
563038.6575124401,6187073.215924305,148.7542724609375
563038.6837669096,6187073.216305812,148.7541046142578
563038.7310249538,6187073.216992524,148.75375366210938
563038.757279423,6187073.217374032,148.7535858154297
563038.7835338924,6187073.217755539,148.7534942626953
563038.8046730146,6187073.208732712,148.75332641601562
563038.8309274837,6187073.20911422,148.75315856933594
563038.8519310593,6187073.209419426,148.75302124023438
563038.8781855283,6187073.209800934,148.7528839111328
563038.925443573,6187073.21048765,148.75267028808594
563038.9516980421,6187073.210869158,148.7525634765625
563038.9779525113,6187073.2112506665,148.75245666503906
563038.9989560868,6187073.211555874,148.75234985351562
563039.0252105559,6187073.211937383,148.75221252441406
563039.051465025,6187073.212318892,148.75205993652344
563039.0724686001,6187073.2126241,148.75186157226562
563039.0987230696,6187073.213005609,148.75164794921875
563039.1251130865,6187073.204059084,148.7513885498047
563039.1461166617,6187073.204364291,148.75112915039062
563039.1723711314,6187073.204745801,148.7508544921875
563039.1986256005,6187073.205127312,148.75059509277344
563039.2248800697,6187073.205508822,148.75033569335938
563039.2458836448,6187073.20581403,148.75010681152344
563039.277389008,6187073.206271842,148.75018310546875
563039.3246470527,6187073.206958562,148.7498016357422
563039.3509015219,6187073.207340073,148.7496337890625
563039.377155991,6187073.207721584,148.74949645996094
563039.4034104602,6187073.208103096,148.74937438964844
563039.4244140357,6187073.2084083045,148.749267578125
563039.476922974,6187073.209171328,148.7491455078125
563039.5033129918,6187073.200224805,148.74911499023438
563039.5243165675,6187073.200530015,148.7491455078125
563039.5505710366,6187073.200911527,148.74920654296875
563039.5768255058,6187073.201293039,148.74928283691406
563039.603079975,6187073.201674552,148.74940490722656
563039.6293344446,6187073.202056064,148.74954223632812
563039.6555889138,6187073.202437577,148.7496795654297
563039.681843383,6187073.20281909,148.74978637695312
563039.7028469582,6187073.203124301,148.7498779296875
563039.7291014278,6187073.203505813,148.74993896484375
563039.755355897,6187073.203887327,148.74996948242188
563039.7868612602,6187073.204345144,148.75015258789062
563039.8132512786,6187073.195398624,148.75010681152344
563039.8342548539,6187073.195703834,148.74998474121094
563039.8605093232,6187073.196085348,148.74984741210938
563039.8867637928,6187073.196466862,148.74966430664062
563039.9392727313,6187073.197229892,148.7492218017578
563039.9655272005,6187073.197611406,148.7489776611328
563039.9917816698,6187073.197992922,148.7487335205078
563040.018036139,6187073.198374436,148.74847412109375
563040.0442906086,6187073.198755951,148.74822998046875
563040.0705450779,6187073.199137467,148.7479705810547
563040.0967995471,6187073.199518982,148.74774169921875
563040.1231895663,6187073.190572464,148.74754333496094
563040.1494440356,6187073.190953979,148.7473907470703
563040.1756985049,6187073.191335496,148.74728393554688
563040.2019529745,6187073.191717012,148.74720764160156
563040.2282074438,6187073.192098527,148.7471923828125
563040.2544619131,6187073.192480044,148.74720764160156
563040.2807163824,6187073.192861562,148.74729919433594
563040.3069708517,6187073.193243078,148.7474365234375
563040.3594797906,6187073.1940061115,148.74777221679688
563040.38573426,6187073.194387629,148.74794006347656
563040.4119887291,6187073.194769147,148.74807739257812
563040.4382431984,6187073.195150664,148.7481689453125
563040.4644976677,6187073.195532182,148.7482147216797
563040.4961385818,6187073.186661969,148.74819946289062
563040.5223930511,6187073.187043486,148.7480926513672
563040.5486475205,6187073.187425005,148.7479248046875
563040.5749019901,6187073.187806524,148.74766540527344
563040.6011564594,6187073.188188042,148.74734497070312
563040.6536653981,6187073.188951079,148.7465057373047
563040.6799198674,6187073.189332598,148.74603271484375
563040.7061743367,6187073.189714118,148.7455291748047
563040.7324288065,6187073.190095637,148.7449951171875
563040.7586832758,6187073.190477156,148.74444580078125
563040.7903241905,6187073.181606945,148.74388122558594
563040.8165786599,6187073.181988466,148.7433319091797
563040.8480840233,6187073.18244629,148.74301147460938
563040.8743384926,6187073.182827809,148.74252319335938
563040.900592962,6187073.18320933,148.74208068847656
563040.9268474313,6187073.183590851,148.74169921875
563040.9531019008,6187073.183972372,148.74139404296875
563041.0108617335,6187073.184811718,148.740966796875
563041.0371162029,6187073.185193238,148.74087524414062
563041.0896251419,6187073.185956282,148.7408447265625
563041.1158796113,6187073.186337803,148.74087524414062
563041.1475205269,6187073.177467595,148.7409210205078
563041.1737749963,6187073.177849117,148.740966796875
563041.2000294657,6187073.178230639,148.74102783203125
563041.2262839351,6187073.1786121605,148.74105834960938
563041.2525384045,6187073.178993683,148.74107360839844
563041.284043768,6187073.179451512,148.74107360839844
563041.3102982374,6187073.179833034,148.74105834960938
563041.3365527068,6187073.180214557,148.7410430908203
563041.3943125396,6187073.181053908,148.74102783203125
563041.4205670094,6187073.181435431,148.74095153808594
563041.4522079253,6187073.172565226,148.74085998535156
563041.4784623951,6187073.172946749,148.7407684326172
563041.5047168646,6187073.173328272,148.7406463623047
563041.530971334,6187073.173709798,148.74049377441406
563041.5624766975,6187073.1741676275,148.74032592773438
563041.6149856364,6187073.174930676,148.74008178710938
563041.6464909998,6187073.175388506,148.739990234375
563041.6727454694,6187073.17577003,148.73992919921875
563041.6989999388,6187073.176151556,148.7398681640625
563041.7253899616,6187073.167205047,148.7398223876953
563041.7568953251,6187073.167662878,148.73980712890625
563041.7831497947,6187073.168044402,148.73980712890625
563041.8094042642,6187073.168425929,148.73980712890625
563041.8409096277,6187073.16888376,148.73980712890625
563041.893418567,6187073.1696468135,148.73971557617188
563041.9249239302,6187073.170104645,148.7396240234375
563041.9564292937,6187073.170562477,148.7392578125
563041.9826837633,6187073.170944004,148.73910522460938
563042.0089382331,6187073.17132553,148.7389373779297
563042.0405791503,6187073.162455329,148.73873901367188
563042.0668336198,6187073.162836857,148.738525390625
563042.0930880898,6187073.163218384,148.73829650878906
563042.124593453,6187073.163676217,148.738037109375
563042.1508479229,6187073.164057746,148.73777770996094
563042.1823532862,6187073.164515579,148.73748779296875
563042.2086077561,6187073.1648971075,148.73719787597656
563042.2348622256,6187073.165278636,148.73692321777344
563042.2926220588,6187073.166118,148.73641967773438
563042.324262977,6187073.157247799,148.73622131347656
563042.3505174465,6187073.157629328,148.73605346679688
563042.3767719162,6187073.158010858,148.7359161376953
563042.4082772798,6187073.1584686935,148.73582458496094
563042.4345317493,6187073.158850223,148.7357635498047
563042.466037113,6187073.159308059,148.7357177734375
563042.4922915826,6187073.159689589,148.73570251464844
563042.5237969463,6187073.160147426,148.73532104492188
563042.5553023095,6187073.160605262,148.7353057861328
563042.5815567794,6187073.160986791,148.73529052734375
563042.613197698,6187073.152116594,148.73526000976562
563042.639452168,6187073.152498125,148.73521423339844
563042.6709575313,6187073.152955962,148.7351531982422
563042.697212001,6187073.153337494,148.73509216308594
563042.7287173646,6187073.153795331,148.73500061035156
563042.7549718342,6187073.154176863,148.73492431640625
563042.7864771979,6187073.154634701,148.73483276367188
563042.8127316675,6187073.155016233,148.73475646972656
563042.8442370313,6187073.155474071,148.73468017578125
563042.8706270567,6187073.146527569,148.73460388183594
563042.9021324205,6187073.146985409,148.73452758789062
563042.9283868901,6187073.147366941,148.7344970703125
563042.9861467236,6187073.148206313,148.73451232910156
563043.043906557,6187073.149045685,148.73464965820312
563043.0754119208,6187073.149503526,148.7347869873047
563043.1331717542,6187073.1503429,148.73497009277344
563043.164677118,6187073.150800741,148.7352752685547
563043.2225725079,6187073.142312083,148.73605346679688
563043.2488269776,6187073.142693618,148.7364959716797
563043.2803323414,6187073.143151459,148.7369384765625
563043.3065868111,6187073.143532995,148.73736572265625
563043.3643466446,6187073.144372373,148.73817443847656
563043.3958520084,6187073.144830214,148.73849487304688
563043.453747399,6187073.136341558,148.73895263671875
563043.4852527624,6187073.136799401,148.73907470703125
563043.5115072327,6187073.137180937,148.7391357421875
563043.5430125961,6187073.137638781,148.73910522460938
563043.5692670662,6187073.138020317,148.739013671875
563043.6007724297,6187073.138478162,148.7388458251953
563043.6270268998,6187073.138859699,148.73861694335938
563043.6900376271,6187073.139775388,148.73788452148438
563043.7216785487,6187073.130905197,148.737548828125
563043.7479330185,6187073.131286735,148.73719787597656
563043.7794383824,6187073.131744581,148.73684692382812
563043.8056928522,6187073.132126119,148.73651123046875
563043.8371982161,6187073.132583964,148.73619079589844
563043.86870358,6187073.13304181,148.73590087890625
563043.8949580499,6187073.133423349,148.7356414794922
563043.9264634138,6187073.1338811945,148.73544311523438
563043.9527178835,6187073.134262733,148.7352752685547
563043.9843588057,6187073.125392547,148.7351531982422
563044.0158641692,6187073.125850393,148.73507690429688
